page        index   level   data    free    records 
901         16561   0       14924   1044    574     
902         16561   0       14924   1044    574     
903         16561   0       14924   1044    574     
904         16561   0       14924   1044    574     
905         16561   0       14924   1044    574     
906         16561   0       14924   1044    574     
907         16561   0       14924   1044    574     
908         16561   0       14924   1044    574     
909         16561   0       14924   1044    574     
910         16561   0       14924   1044    574     
911         16561   0       14924   1044    574     
912         16561   0       14924   1044    574     
913         16561   0       14924   1044    574     
914         16561   0       14924   1044    574     
915         16561   0       14924   1044    574     
916         16561   0       14924   1044    574     
917         16561   0       14924   1044    574     
918         16561   0       14924   1044    574     
919         16561   0       14924   1044    574     
920         16561   0       14924   1044    574     
921         16561   0       14924   1044    574     
922         16561   0       14924   1044    574     
923         16561   0       14924   1044    574     
924         16561   0       14924   1044    574     
925         16561   0       14924   1044    574     
926         16561   0       14924   1044    574     
927         16561   0       14924   1044    574     
928         16561   0       14924   1044    574     
929         16561   0       14924   1044    574     
930         16561   0       14924   1044    574     
931         16561   0       14924   1044    574     
932         16561   0       14924   1044    574     
933         16561   0       14924   1044    574     
934         16561   0       14924   1044    574     
935         16561   0       14924   1044    574     
936         16561   0       14924   1044    574     
937         16561   0       14924   1044    574     
938         16561   0       14924   1044    574     
939         16561   0       14924   1044    574     
940         16561   0       14924   1044    574     
941         16561   0       14924   1044    574     
942         16561   0       14924   1044    574     
943         16561   0       14924   1044    574     
944         16561   0       14924   1044    574     
945         16561   0       14924   1044    574     
946         16561   0       14924   1044    574     
947         16561   0       14924   1044    574     
948         16561   0       14924   1044    574     
949         16561   0       14924   1044    574     
950         16561   0       14924   1044    574     
951         16561   0       14924   1044    574     
952         16561   0       14924   1044    574     
953         16561   0       14924   1044    574     
954         16561   0       14924   1044    574     
955         16561   0       14924   1044    574     
956         16561   0       14924   1044    574     
957         16561   0       14924   1044    574     
958         16561   0       14924   1044    574     
959         16561   0       14924   1044    574     
960         16561   0       14924   1044    574     
961         16561   0       14924   1044    574     
962         16561   0       14924   1044    574     
963         16561   0       14924   1044    574     
964         16561   0       14924   1044    574     
965         16561   0       14924   1044    574     
966         16561   0       14924   1044    574     
967         16561   0       14924   1044    574     
968         16561   0       14924   1044    574     
969         16561   0       14924   1044    574     
970         16561   0       14924   1044    574     
971         16561   0       14924   1044    574     
972         16561   0       14924   1044    574     
973         16561   0       14924   1044    574     
974         16561   0       14924   1044    574     
975         16561   0       14924   1044    574     
976         16561   0       14924   1044    574     
977         16561   0       14924   1044    574     
978         16561   0       14924   1044    574     
979         16561   0       14924   1044    574     
980         16561   0       14924   1044    574     
981         16561   0       14924   1044    574     
982         16561   0       14924   1044    574     
983         16561   0       14924   1044    574     
984         16561   0       14924   1044    574     
985         16561   0       14924   1044    574     
986         16561   0       14924   1044    574     
987         16561   0       14924   1044    574     
988         16561   0       14924   1044    574     
989         16561   0       14924   1044    574     
990         16561   0       14924   1044    574     
991         16561   0       14924   1044    574     
992         16561   0       14924   1044    574     
993         16561   0       14924   1044    574     
994         16561   0       14924   1044    574     
995         16561   0       14924   1044    574     
996         16561   0       14924   1044    574     
997         16561   0       14924   1044    574     
998         16561   0       14924   1044    574     
999         16561   0       14924   1044    574     
1000        16561   0       14924   1044    574     
1001        16561   0       14924   1044    574     
1002        16561   0       14924   1044    574     
1003        16561   0       14924   1044    574     
1004        16561   0       14924   1044    574     
1005        16561   0       14924   1044    574     
1006        16561   0       14924   1044    574     
1007        16561   0       14924   1044    574     
1008        16561   0       14924   1044    574     
1009        16561   0       14924   1044    574     
1010        16561   0       14924   1044    574     
1011        16561   0       14924   1044    574     
1012        16561   0       14924   1044    574     
1013        16561   0       14924   1044    574     
1014        16561   0       14924   1044    574     
1015        16561   0       14924   1044    574     
1016        16561   0       14924   1044    574     
1017        16561   0       14924   1044    574     
1018        16561   0       14924   1044    574     
1019        16561   0       14924   1044    574     
1020        16561   0       14924   1044    574     
1021        16561   0       14924   1044    574     
1022        16561   0       14924   1044    574     
1023        16561   0       14924   1044    574     
1024        16561   0       14924   1044    574     
1025        16561   0       14924   1044    574     
1026        16561   0       14924   1044    574     
1027        16561   0       14924   1044    574     
1028        16561   0       14924   1044    574     
1029        16561   0       14924   1044    574     
1030        16561   0       14924   1044    574     
1031        16561   0       14924   1044    574     
1032        16561   0       14924   1044    574     
1033        16561   0       14924   1044    574     
1034        16561   0       14924   1044    574     
1035        16561   0       14924   1044    574     
1036        16561   0       14924   1044    574     
1037        16561   0       14924   1044    574     
1038        16561   0       14924   1044    574     
1039        16561   0       14924   1044    574     
1040        16561   0       14924   1044    574     
1041        16561   0       14924   1044    574     
1042        16561   0       14924   1044    574     
1043        16561   0       14924   1044    574     
1044        16561   0       14924   1044    574     
1045        16561   0       14924   1044    574     
1046        16561   0       14924   1044    574     
1047        16561   0       14924   1044    574     
1048        16561   0       14924   1044    574     
1049        16561   0       14924   1044    574     
1050        16561   0       14924   1044    574     
1051        16561   0       14924   1044    574     
1052        16561   0       14924   1044    574     
1053        16561   0       14924   1044    574     
1054        16561   0       14924   1044    574     
1055        16561   0       14924   1044    574     
1056        16561   0       14924   1044    574     
1057        16561   0       14924   1044    574     
1058        16561   0       14924   1044    574     
1059        16561   0       14924   1044    574     
1060        16561   0       14924   1044    574     
1061        16561   0       14924   1044    574     
1062        16561   0       14924   1044    574     
1063        16561   0       14924   1044    574     
1064        16561   0       14924   1044    574     
1065        16561   0       14924   1044    574     
1066        16561   0       14924   1044    574     
1067        16561   0       14924   1044    574     
1068        16561   0       14924   1044    574     
1069        16561   0       14924   1044    574     
1070        16561   0       14924   1044    574     
1071        16561   0       14924   1044    574     
1072        16561   0       14924   1044    574     
1073        16561   0       14924   1044    574     
1074        16561   0       14924   1044    574     
1075        16561   0       14924   1044    574     
1076        16561   0       14924   1044    574     
1077        16561   0       14924   1044    574     
1078        16561   0       14924   1044    574     
1079        16561   0       14924   1044    574     
1080        16561   0       14924   1044    574     
1081        16561   0       14924   1044    574     
1082        16561   0       14924   1044    574     
1083        16561   0       14924   1044    574     
1084        16561   0       14924   1044    574     
1085        16561   0       14924   1044    574     
1086        16561   0       14924   1044    574     
1087        16561   0       14924   1044    574     
1088        16561   0       14924   1044    574     
1089        16561   0       14924   1044    574     
1090        16561   0       14924   1044    574     
1091        16561   0       14924   1044    574     
1092        16561   0       14924   1044    574     
1093        16561   0       14924   1044    574     
1094        16561   0       14924   1044    574     
1095        16561   0       14924   1044    574     
1096        16561   0       14924   1044    574     
1097        16561   0       14924   1044    574     
1098        16561   0       14924   1044    574     
1099        16561   0       14924   1044    574     
1100        16561   0       14924   1044    574     
1101        16561   0       14924   1044    574     
1102        16561   0       14924   1044    574     
1103        16561   0       14924   1044    574     
1104        16561   0       14924   1044    574     
1105        16561   0       14924   1044    574     
1106        16561   0       14924   1044    574     
1107        16561   0       14924   1044    574     
1108        16561   0       14924   1044    574     
1109        16561   0       14924   1044    574     
1110        16561   0       14924   1044    574     
1111        16561   0       14924   1044    574     
1112        16561   0       14924   1044    574     
1113        16561   0       14924   1044    574     
1114        16561   0       14924   1044    574     
1115        16561   0       14924   1044    574     
1116        16561   0       14924   1044    574     
1117        16561   0       14924   1044    574     
1118        16561   0       14924   1044    574     
1119        16561   0       14924   1044    574     
1120        16561   0       14924   1044    574     
1121        16561   0       14924   1044    574     
1122        16561   0       14924   1044    574     
1123        16561   0       14924   1044    574     
1124        16561   0       14924   1044    574     
1125        16561   0       14924   1044    574     
1126        16561   0       14924   1044    574     
1127        16561   0       14924   1044    574     
1128        16561   0       14924   1044    574     
1129        16561   0       14924   1044    574     
1130        16561   0       14924   1044    574     
1131        16561   0       14924   1044    574     
1132        16561   0       14924   1044    574     
1133        16561   0       14924   1044    574     
1134        16561   0       14924   1044    574     
1135        16561   0       14924   1044    574     
1136        16561   0       14924   1044    574     
1137        16561   0       14924   1044    574     
1138        16561   0       14924   1044    574     
1139        16561   0       14924   1044    574     
1140        16561   0       14924   1044    574     
1141        16561   0       14924   1044    574     
1142        16561   0       14924   1044    574     
1143        16561   0       14924   1044    574     
1144        16561   0       14924   1044    574     
1145        16561   0       14924   1044    574     
1146        16561   0       14924   1044    574     
1147        16561   0       14924   1044    574     
1148        16561   0       14924   1044    574     
1149        16561   0       14924   1044    574     
1150        16561   0       14924   1044    574     
1151        16561   0       14924   1044    574     
1152        16561   0       14924   1044    574     
1153        16561   0       14924   1044    574     
1154        16561   0       14924   1044    574     
1155        16561   0       14924   1044    574     
1156        16561   0       14924   1044    574     
1157        16561   0       14924   1044    574     
1158        16561   0       14924   1044    574     
1159        16561   0       14924   1044    574     
1160        16561   0       14924   1044    574     
1161        16561   0       14924   1044    574     
1162        16561   0       14924   1044    574     
1163        16561   0       14924   1044    574     
1164        16561   0       14924   1044    574     
1165        16561   0       14924   1044    574     
1166        16561   0       14924   1044    574     
1167        16561   0       14924   1044    574     
1168        16561   0       14924   1044    574     
1169        16561   0       14924   1044    574     
1170        16561   0       14924   1044    574     
1171        16561   0       14924   1044    574     
1172        16561   0       14924   1044    574     
1173        16561   0       14924   1044    574     
1174        16561   0       14924   1044    574     
1175        16561   0       14924   1044    574     
1176        16561   0       14924   1044    574     
1177        16561   0       14924   1044    574     
1178        16561   0       14924   1044    574     
1179        16561   0       14924   1044    574     
1180        16561   0       14924   1044    574     
1181        16561   0       14924   1044    574     
1182        16561   0       14924   1044    574     
1183        16561   0       14924   1044    574     
1184        16561   0       14924   1044    574     
1185        16561   0       14924   1044    574     
1186        16561   0       14924   1044    574     
1187        16561   0       14924   1044    574     
1188        16561   0       14924   1044    574     
1189        16561   0       14924   1044    574     
1190        16561   0       14924   1044    574     
1191        16561   0       14924   1044    574     
1192        16561   0       14924   1044    574     
1193        16561   0       14924   1044    574     
1194        16561   0       14924   1044    574     
1195        16561   0       14924   1044    574     
1196        16561   0       14924   1044    574     
1197        16561   0       14924   1044    574     
1198        16561   0       14924   1044    574     
1199        16561   0       14924   1044    574     
1200        16561   0       14924   1044    574     
1201        16561   0       14924   1044    574     
1202        16561   0       14924   1044    574     
1203        16561   0       14924   1044    574     
1204        16561   0       14924   1044    574     
1205        16561   0       14924   1044    574     
1206        16561   0       14924   1044    574     
1207        16561   0       14924   1044    574     
1208        16561   0       14924   1044    574     
1209        16561   0       14924   1044    574     
1210        16561   0       14924   1044    574     
1211        16561   0       14924   1044    574     
1212        16561   0       14924   1044    574     
1213        16561   0       14924   1044    574     
1214        16561   0       14924   1044    574     
1215        16561   0       14924   1044    574     
1216        16561   0       14924   1044    574     
1217        16561   0       14924   1044    574     
1218        16561   0       14924   1044    574     
1219        16561   0       14924   1044    574     
1220        16561   0       14924   1044    574     
1221        16561   0       14924   1044    574     
1222        16561   0       14924   1044    574     
1223        16561   0       14924   1044    574     
1224        16561   0       14924   1044    574     
1225        16561   0       14924   1044    574     
1226        16561   0       14924   1044    574     
1227        16561   0       14924   1044    574     
1228        16561   0       14924   1044    574     
1229        16561   0       14924   1044    574     
1230        16561   0       14924   1044    574     
1231        16561   0       14924   1044    574     
1232        16561   0       14924   1044    574     
1233        16561   0       14924   1044    574     
1234        16561   0       14924   1044    574     
1235        16561   0       14924   1044    574     
1236        16561   0       14924   1044    574     
1237        16561   0       14924   1044    574     
1238        16561   0       14924   1044    574     
1239        16561   0       14924   1044    574     
1240        16561   0       14924   1044    574     
1241        16561   0       14924   1044    574     
1242        16561   0       14924   1044    574     
1243        16561   0       14924   1044    574     
1244        16561   0       14924   1044    574     
1245        16561   0       14924   1044    574     
1246        16561   0       14924   1044    574     
1247        16561   0       14924   1044    574     
1248        16561   0       14924   1044    574     
1249        16561   0       14924   1044    574     
1250        16561   0       14924   1044    574     
1251        16561   0       14924   1044    574     
1252        16561   0       14924   1044    574     
1253        16561   0       14924   1044    574     
1254        16561   0       14924   1044    574     
1255        16561   0       14924   1044    574     
1256        16561   0       14924   1044    574     
1257        16561   0       14924   1044    574     
1258        16561   0       14924   1044    574     
1259        16561   0       14924   1044    574     
1260        16561   0       14924   1044    574     
1261        16561   0       14924   1044    574     
1262        16561   0       14924   1044    574     
1263        16561   0       14924   1044    574     
1264        16561   0       14924   1044    574     
1265        16561   0       14924   1044    574     
1266        16561   0       14924   1044    574     
1267        16561   0       14924   1044    574     
1268        16561   0       14924   1044    574     
1269        16561   0       14924   1044    574     
1270        16561   0       14924   1044    574     
1271        16561   0       14924   1044    574     
1272        16561   0       14924   1044    574     
1273        16561   0       14924   1044    574     
1274        16561   0       14924   1044    574     
1275        16561   0       14924   1044    574     
1276        16561   0       14924   1044    574     
1277        16561   0       14924   1044    574     
1278        16561   0       14924   1044    574     
1279        16561   0       14924   1044    574     
1280        16561   0       14924   1044    574     
1281        16561   0       14924   1044    574     
1282        16561   0       14924   1044    574     
1283        16561   0       14924   1044    574     
1284        16561   0       14924   1044    574     
1285        16561   0       14924   1044    574     
1286        16561   0       14924   1044    574     
1287        16561   0       14924   1044    574     
1288        16561   0       14924   1044    574     
1289        16561   0       14924   1044    574     
1290        16561   0       14924   1044    574     
1291        16561   0       14924   1044    574     
1292        16561   0       14924   1044    574     
1293        16561   0       14924   1044    574     
1294        16561   0       14924   1044    574     
1295        16561   0       14924   1044    574     
1296        16561   0       14924   1044    574     
1297        16561   0       14924   1044    574     
1298        16561   0       14924   1044    574     
1299        16561   0       14924   1044    574     
1300        16561   0       14924   1044    574     
1301        16561   0       14924   1044    574     
1302        16561   0       14924   1044    574     
1303        16561   0       14924   1044    574     
1304        16561   0       14924   1044    574     
1305        16561   0       14924   1044    574     
1306        16561   0       14924   1044    574     
1307        16561   0       14924   1044    574     
1308        16561   0       14924   1044    574     
1309        16561   0       14924   1044    574     
1310        16561   0       14924   1044    574     
1311        16561   0       14924   1044    574     
1312        16561   0       14924   1044    574     
1313        16561   0       14924   1044    574     
1314        16561   0       14924   1044    574     
1315        16561   0       14924   1044    574     
1316        16561   0       14924   1044    574     
1317        16561   0       14924   1044    574     
1318        16561   0       14924   1044    574     
1319        16561   0       14924   1044    574     
1320        16561   0       14924   1044    574     
1321        16561   0       14924   1044    574     
1322        16561   0       14924   1044    574     
1323        16561   0       14924   1044    574     
1324        16561   0       14924   1044    574     
1325        16561   0       14924   1044    574     
1326        16561   0       14924   1044    574     
1327        16561   0       14924   1044    574     
1328        16561   0       14924   1044    574     
1329        16561   0       14924   1044    574     
1330        16561   0       14924   1044    574     
1331        16561   0       14924   1044    574     
1332        16561   0       14924   1044    574     
1333        16561   0       14924   1044    574     
1334        16561   0       14924   1044    574     
1335        16561   0       14924   1044    574     
1336        16561   0       14924   1044    574     
1337        16561   0       14924   1044    574     
1338        16561   0       14924   1044    574     
1339        16561   0       14924   1044    574     
1340        16561   0       14924   1044    574     
1341        16561   0       14924   1044    574     
1342        16561   0       14924   1044    574     
1343        16561   0       14924   1044    574     
1344        16561   0       14924   1044    574     
1345        16561   0       14924   1044    574     
1346        16561   0       14924   1044    574     
1347        16561   0       14924   1044    574     
1348        16561   0       14924   1044    574     
1349        16561   0       14924   1044    574     
1350        16561   0       14924   1044    574     
1351        16561   0       14924   1044    574     
1352        16561   0       14924   1044    574     
1353        16561   0       14924   1044    574     
1354        16561   0       14924   1044    574     
1355        16561   0       14924   1044    574     
1356        16561   0       14924   1044    574     
1357        16561   0       14924   1044    574     
1358        16561   0       14924   1044    574     
1359        16561   0       14924   1044    574     
1360        16561   0       14924   1044    574     
1361        16561   0       14924   1044    574     
1362        16561   0       14924   1044    574     
1363        16561   0       14924   1044    574     
1364        16561   0       14924   1044    574     
1365        16561   0       14924   1044    574     
1366        16561   0       14924   1044    574     
1367        16561   0       14924   1044    574     
1368        16561   0       14924   1044    574     
1369        16561   0       14924   1044    574     
1370        16561   0       14924   1044    574     
1371        16561   0       14924   1044    574     
1372        16561   0       14924   1044    574     
1373        16561   0       14924   1044    574     
1374        16561   0       14924   1044    574     
1375        16561   0       14924   1044    574     
1376        16561   0       14924   1044    574     
1377        16561   0       14924   1044    574     
1378        16561   0       14924   1044    574     
1379        16561   0       14924   1044    574     
1380        16561   0       14924   1044    574     
1381        16561   0       14924   1044    574     
1382        16561   0       14924   1044    574     
1383        16561   0       14924   1044    574     
1384        16561   0       14924   1044    574     
1385        16561   0       14924   1044    574     
1386        16561   0       14924   1044    574     
1387        16561   0       14924   1044    574     
1388        16561   0       14924   1044    574     
1389        16561   0       14924   1044    574     
1390        16561   0       14924   1044    574     
1391        16561   0       14924   1044    574     
1392        16561   0       14924   1044    574     
1393        16561   0       14924   1044    574     
1394        16561   0       14924   1044    574     
1395        16561   0       14924   1044    574     
1396        16561   0       14924   1044    574     
1397        16561   0       14924   1044    574     
1398        16561   0       14924   1044    574     
1399        16561   0       14924   1044    574     
1400        16561   0       14924   1044    574     
1401        16561   0       14924   1044    574     
1402        16561   0       14924   1044    574     
1403        16561   0       14924   1044    574     
1404        16561   0       14924   1044    574     
1405        16561   0       14924   1044    574     
1406        16561   0       14924   1044    574     
1407        16561   0       14924   1044    574     
1408        16561   0       14924   1044    574     
1409        16561   0       14924   1044    574     
1410        16561   0       14924   1044    574     
1411        16561   0       14924   1044    574     
1412        16561   0       14924   1044    574     
1413        16561   0       14924   1044    574     
1414        16561   0       14924   1044    574     
1415        16561   0       14924   1044    574     
1416        16561   0       14924   1044    574     
1417        16561   0       14924   1044    574     
1418        16561   0       14924   1044    574     
1419        16561   0       14924   1044    574     
1420        16561   0       14924   1044    574     
1421        16561   0       14924   1044    574     
1422        16561   0       14924   1044    574     
1423        16561   0       14924   1044    574     
1424        16561   0       14924   1044    574     
1425        16561   0       14924   1044    574     
1426        16561   0       14924   1044    574     
1427        16561   0       14924   1044    574     
1428        16561   0       14924   1044    574     
1429        16561   0       14924   1044    574     
1430        16561   0       14924   1044    574     
1431        16561   0       14924   1044    574     
1432        16561   0       14924   1044    574     
1433        16561   0       14924   1044    574     
1434        16561   0       14924   1044    574     
1435        16561   0       14924   1044    574     
1436        16561   0       14924   1044    574     
1437        16561   0       14924   1044    574     
1438        16561   0       14924   1044    574     
1439        16561   0       14924   1044    574     
1440        16561   0       14924   1044    574     
1441        16561   0       14924   1044    574     
1442        16561   0       14924   1044    574     
1443        16561   0       14924   1044    574     
1444        16561   0       14924   1044    574     
1445        16561   0       14924   1044    574     
1446        16561   0       14924   1044    574     
1447        16561   0       14924   1044    574     
1448        16561   0       14924   1044    574     
1449        16561   0       14924   1044    574     
1450        16561   0       14924   1044    574     
1451        16561   0       14924   1044    574     
1452        16561   0       14924   1044    574     
1453        16561   0       14924   1044    574     
1454        16561   0       14924   1044    574     
1455        16561   0       14924   1044    574     
1456        16561   0       14924   1044    574     
1457        16561   0       14924   1044    574     
1458        16561   0       14924   1044    574     
1459        16561   0       14924   1044    574     
1460        16561   0       14924   1044    574     
1461        16561   0       14924   1044    574     
1462        16561   0       14924   1044    574     
1463        16561   0       14924   1044    574     
1464        16561   0       14924   1044    574     
1465        16561   0       14924   1044    574     
1466        16561   0       14924   1044    574     
1467        16561   0       14924   1044    574     
1468        16561   0       14924   1044    574     
1469        16561   0       14924   1044    574     
1470        16561   0       14924   1044    574     
1471        16561   0       14924   1044    574     
1472        16561   0       14924   1044    574     
1473        16561   0       14924   1044    574     
1474        16561   0       14924   1044    574     
1475        16561   0       14924   1044    574     
1476        16561   0       14924   1044    574     
1477        16561   0       14924   1044    574     
1478        16561   0       14924   1044    574     
1479        16561   0       14924   1044    574     
1480        16561   0       14924   1044    574     
1481        16561   0       14924   1044    574     
1482        16561   0       14924   1044    574     
1483        16561   0       14924   1044    574     
1484        16561   0       14924   1044    574     
1485        16561   0       14924   1044    574     
1486        16561   0       14924   1044    574     
1487        16561   0       14924   1044    574     
1488        16561   0       14924   1044    574     
1489        16561   0       14924   1044    574     
1490        16561   0       14924   1044    574     
1491        16561   0       14924   1044    574     
1492        16561   0       14924   1044    574     
1493        16561   0       14924   1044    574     
1494        16561   0       14924   1044    574     
1495        16561   0       14924   1044    574     
1496        16561   0       14924   1044    574     
1497        16561   0       14924   1044    574     
1498        16561   0       14924   1044    574     
1499        16561   0       14924   1044    574     
1500        16561   0       14924   1044    574     
1501        16561   0       14924   1044    574     
1502        16561   0       14924   1044    574     
1503        16561   0       14924   1044    574     
1504        16561   0       14924   1044    574     
1505        16561   0       14924   1044    574     
1506        16561   0       14924   1044    574     
1507        16561   0       14924   1044    574     
1508        16561   0       14924   1044    574     
1509        16561   0       14924   1044    574     
1510        16561   0       14924   1044    574     
1511        16561   0       14924   1044    574     
1512        16561   0       14924   1044    574     
1513        16561   0       14924   1044    574     
1514        16561   0       14924   1044    574     
1515        16561   0       14924   1044    574     
1516        16561   0       14924   1044    574     
1517        16561   0       14924   1044    574     
1518        16561   0       14924   1044    574     
1519        16561   0       14924   1044    574     
1520        16561   0       14924   1044    574     
1521        16561   0       14924   1044    574     
1522        16561   0       14924   1044    574     
1523        16561   0       14924   1044    574     
1524        16561   0       14924   1044    574     
1525        16561   0       14924   1044    574     
1526        16561   0       14924   1044    574     
1527        16561   0       14924   1044    574     
1528        16561   0       14924   1044    574     
1529        16561   0       14924   1044    574     
1530        16561   0       14924   1044    574     
1531        16561   0       14924   1044    574     
1532        16561   0       14924   1044    574     
1533        16561   0       14924   1044    574     
1534        16561   0       14924   1044    574     
1535        16561   0       14924   1044    574     
1536        16561   0       14924   1044    574     
1537        16561   0       14924   1044    574     
1538        16561   0       14924   1044    574     
1539        16561   0       14924   1044    574     
1540        16561   0       14924   1044    574     
1541        16561   0       14924   1044    574     
1542        16561   0       14924   1044    574     
1543        16561   0       14924   1044    574     
1544        16561   0       14924   1044    574     
1545        16561   0       14924   1044    574     
1546        16561   0       14924   1044    574     
1547        16561   0       14924   1044    574     
1548        16561   0       14924   1044    574     
1549        16561   0       14924   1044    574     
1550        16561   0       14924   1044    574     
1551        16561   0       14924   1044    574     
1552        16561   0       14924   1044    574     
1553        16561   0       14924   1044    574     
1554        16561   0       14924   1044    574     
1555        16561   0       14924   1044    574     
1556        16561   0       14924   1044    574     
1557        16561   0       14924   1044    574     
1558        16561   0       14924   1044    574     
1559        16561   0       14924   1044    574     
1560        16561   0       14924   1044    574     
1561        16561   0       14924   1044    574     
1562        16561   0       14924   1044    574     
1563        16561   0       14924   1044    574     
1564        16561   0       14924   1044    574     
1565        16561   0       14924   1044    574     
1566        16561   0       14924   1044    574     
1567        16561   0       14924   1044    574     
1568        16561   0       14924   1044    574     
1569        16561   0       14924   1044    574     
1570        16561   0       14924   1044    574     
1571        16561   0       14924   1044    574     
1572        16561   0       14924   1044    574     
1573        16561   0       14924   1044    574     
1574        16561   0       14924   1044    574     
1575        16561   0       14924   1044    574     
1576        16561   0       14924   1044    574     
1577        16561   0       14924   1044    574     
1578        16561   0       14924   1044    574     
1579        16561   0       14924   1044    574     
1580        16561   0       14924   1044    574     
1581        16561   0       14924   1044    574     
1582        16561   0       14924   1044    574     
1583        16561   0       14924   1044    574     
1584        16561   0       14924   1044    574     
1585        16561   0       14924   1044    574     
1586        16561   0       14924   1044    574     
1587        16561   0       14924   1044    574     
1588        16561   0       14924   1044    574     
1589        16561   0       14924   1044    574     
1590        16561   0       14924   1044    574     
1591        16561   0       14924   1044    574     
1592        16561   0       14924   1044    574     
1593        16561   0       14924   1044    574     
1594        16561   0       14924   1044    574     
1595        16561   0       14924   1044    574     
1596        16561   0       14924   1044    574     
1597        16561   0       14924   1044    574     
1598        16561   0       14924   1044    574     
1599        16561   0       14924   1044    574     
1600        16561   0       14924   1044    574     
1601        16561   0       14924   1044    574     
1602        16561   0       14924   1044    574     
1603        16561   0       14924   1044    574     
1604        16561   0       14924   1044    574     
1605        16561   0       14924   1044    574     
1606        16561   0       14924   1044    574     
1607        16561   0       14924   1044    574     
1608        16561   0       14924   1044    574     
1609        16561   0       14924   1044    574     
1610        16561   0       14924   1044    574     
1611        16561   0       14924   1044    574     
1612        16561   0       14924   1044    574     
1613        16561   0       14924   1044    574     
1614        16561   0       14924   1044    574     
1615        16561   0       14924   1044    574     
1616        16561   0       14924   1044    574     
1617        16561   0       14924   1044    574     
1618        16561   0       14924   1044    574     
1619        16561   0       14924   1044    574     
1620        16561   0       14924   1044    574     
1621        16561   0       14924   1044    574     
1622        16561   0       14924   1044    574     
1623        16561   0       14924   1044    574     
1624        16561   0       14924   1044    574     
1625        16561   0       14924   1044    574     
1626        16561   0       14924   1044    574     
1627        16561   0       14924   1044    574     
1628        16561   0       14924   1044    574     
1629        16561   0       14924   1044    574     
1630        16561   0       14924   1044    574     
1631        16561   0       14924   1044    574     
1632        16561   0       14924   1044    574     
1633        16561   0       14924   1044    574     
1634        16561   0       14924   1044    574     
1635        16561   0       14924   1044    574     
1636        16561   0       14924   1044    574     
1637        16561   0       14924   1044    574     
1638        16561   0       14924   1044    574     
1639        16561   0       14924   1044    574     
1640        16561   0       14924   1044    574     
1641        16561   0       14924   1044    574     
1642        16561   0       14924   1044    574     
1643        16561   0       14924   1044    574     
1644        16561   0       14924   1044    574     
1645        16561   0       14924   1044    574     
1646        16561   0       14924   1044    574     
1647        16561   0       14924   1044    574     
1648        16561   0       14924   1044    574     
1649        16561   0       14924   1044    574     
1650        16561   0       14924   1044    574     
1651        16561   0       14924   1044    574     
1652        16561   0       14924   1044    574     
1653        16561   0       14924   1044    574     
1654        16561   0       14924   1044    574     
1655        16561   0       14924   1044    574     
1656        16561   0       14924   1044    574     
1657        16561   0       14924   1044    574     
1658        16561   0       14924   1044    574     
1659        16561   0       14924   1044    574     
1660        16561   0       14924   1044    574     
1661        16561   0       14924   1044    574     
1662        16561   0       14924   1044    574     
1663        16561   0       14924   1044    574     
1664        16561   0       14924   1044    574     
1665        16561   0       14924   1044    574     
1666        16561   0       14924   1044    574     
1667        16561   0       14924   1044    574     
1668        16561   0       14924   1044    574     
1669        16561   0       14924   1044    574     
1670        16561   0       14924   1044    574     
1671        16561   0       14924   1044    574     
1672        16561   0       14924   1044    574     
1673        16561   0       14924   1044    574     
1674        16561   0       14924   1044    574     
1675        16561   0       14924   1044    574     
1676        16561   0       14924   1044    574     
1677        16561   0       14924   1044    574     
1678        16561   0       14924   1044    574     
1679        16561   0       14924   1044    574     
1680        16561   0       14924   1044    574     
1681        16561   0       14924   1044    574     
1682        16561   0       14924   1044    574     
1683        16561   0       14924   1044    574     
1684        16561   0       14924   1044    574     
1685        16561   0       14924   1044    574     
1686        16561   0       14924   1044    574     
1687        16561   0       14924   1044    574     
1688        16561   0       14924   1044    574     
1689        16561   0       14924   1044    574     
1690        16561   0       14924   1044    574     
1691        16561   0       14924   1044    574     
1692        16561   0       14924   1044    574     
1693        16561   0       14924   1044    574     
1694        16561   0       14924   1044    574     
1695        16561   0       14924   1044    574     
1696        16561   0       14924   1044    574     
1697        16561   0       14924   1044    574     
1698        16561   0       14924   1044    574     
1699        16561   0       14924   1044    574     
1700        16561   0       14924   1044    574     
1701        16561   0       14924   1044    574     
1702        16561   0       14924   1044    574     
1703        16561   0       14924   1044    574     
1704        16561   0       14924   1044    574     
1705        16561   0       14924   1044    574     
1706        16561   0       14924   1044    574     
1707        16561   0       14924   1044    574     
1708        16561   0       14924   1044    574     
1709        16561   0       14924   1044    574     
1710        16561   0       14924   1044    574     
1711        16561   0       14924   1044    574     
1712        16561   0       14924   1044    574     
1713        16561   0       14924   1044    574     
1714        16561   0       14924   1044    574     
1715        16561   0       14924   1044    574     
1716        16561   0       14924   1044    574     
1717        16561   0       14924   1044    574     
1718        16561   0       14924   1044    574     
1719        16561   0       14924   1044    574     
1720        16561   0       14924   1044    574     
1721        16561   0       14924   1044    574     
1722        16561   0       14924   1044    574     
1723        16561   0       14924   1044    574     
1724        16561   0       14924   1044    574     
1725        16561   0       14924   1044    574     
1726        16561   0       14924   1044    574     
1727        16561   0       14924   1044    574     
1728        16561   0       14924   1044    574     
