page        index   level   data    free    records 
1796        0       0       0       16384   0       
1797        0       0       0       16384   0       
1798        0       0       0       16384   0       
1799        0       0       0       16384   0       
1800        0       0       0       16384   0       
1801        0       0       0       16384   0       
1802        0       0       0       16384   0       
1803        0       0       0       16384   0       
1804        0       0       0       16384   0       
1805        0       0       0       16384   0       
1806        0       0       0       16384   0       
1807        0       0       0       16384   0       
1808        0       0       0       16384   0       
1809        0       0       0       16384   0       
1810        0       0       0       16384   0       
1811        0       0       0       16384   0       
1812        0       0       0       16384   0       
1813        0       0       0       16384   0       
1814        0       0       0       16384   0       
1815        0       0       0       16384   0       
1816        0       0       0       16384   0       
1817        0       0       0       16384   0       
1818        0       0       0       16384   0       
1819        0       0       0       16384   0       
1820        0       0       0       16384   0       
1821        0       0       0       16384   0       
1822        0       0       0       16384   0       
1823        0       0       0       16384   0       
1824        0       0       0       16384   0       
1825        0       0       0       16384   0       
1826        0       0       0       16384   0       
1827        0       0       0       16384   0       
1828        0       0       0       16384   0       
1829        0       0       0       16384   0       
1830        0       0       0       16384   0       
1831        0       0       0       16384   0       
1832        0       0       0       16384   0       
1833        0       0       0       16384   0       
1834        0       0       0       16384   0       
1835        0       0       0       16384   0       
1836        0       0       0       16384   0       
1837        0       0       0       16384   0       
1838        0       0       0       16384   0       
1839        0       0       0       16384   0       
1840        0       0       0       16384   0       
1841        0       0       0       16384   0       
1842        0       0       0       16384   0       
1843        0       0       0       16384   0       
1844        0       0       0       16384   0       
1845        0       0       0       16384   0       
1846        0       0       0       16384   0       
1847        0       0       0       16384   0       
1848        0       0       0       16384   0       
1849        0       0       0       16384   0       
1850        0       0       0       16384   0       
1851        0       0       0       16384   0       
1852        0       0       0       16384   0       
1853        0       0       0       16384   0       
1854        0       0       0       16384   0       
1855        0       0       0       16384   0       
1856        16561   0       14924   1044    574     
1857        0       0       0       16384   0       
1858        0       0       0       16384   0       
1859        0       0       0       16384   0       
1860        0       0       0       16384   0       
1861        0       0       0       16384   0       
1862        0       0       0       16384   0       
1863        0       0       0       16384   0       
1864        0       0       0       16384   0       
1865        0       0       0       16384   0       
1866        0       0       0       16384   0       
1867        0       0       0       16384   0       
1868        0       0       0       16384   0       
1869        0       0       0       16384   0       
1870        0       0       0       16384   0       
1871        0       0       0       16384   0       
1872        0       0       0       16384   0       
1873        0       0       0       16384   0       
1874        0       0       0       16384   0       
1875        0       0       0       16384   0       
1876        0       0       0       16384   0       
1877        0       0       0       16384   0       
1878        0       0       0       16384   0       
1879        0       0       0       16384   0       
1880        0       0       0       16384   0       
1881        0       0       0       16384   0       
1882        0       0       0       16384   0       
1883        0       0       0       16384   0       
1884        0       0       0       16384   0       
1885        0       0       0       16384   0       
1886        0       0       0       16384   0       
1887        0       0       0       16384   0       
1888        0       0       0       16384   0       
1889        0       0       0       16384   0       
1890        0       0       0       16384   0       
1891        0       0       0       16384   0       
1892        0       0       0       16384   0       
1893        0       0       0       16384   0       
1894        0       0       0       16384   0       
1895        0       0       0       16384   0       
1896        0       0       0       16384   0       
1897        0       0       0       16384   0       
1898        0       0       0       16384   0       
1899        0       0       0       16384   0       
1900        0       0       0       16384   0       
1901        0       0       0       16384   0       
1902        0       0       0       16384   0       
1903        0       0       0       16384   0       
1904        0       0       0       16384   0       
1905        0       0       0       16384   0       
1906        0       0       0       16384   0       
1907        0       0       0       16384   0       
1908        0       0       0       16384   0       
1909        0       0       0       16384   0       
1910        0       0       0       16384   0       
1911        0       0       0       16384   0       
1912        0       0       0       16384   0       
1913        0       0       0       16384   0       
1914        0       0       0       16384   0       
1915        0       0       0       16384   0       
1916        0       0       0       16384   0       
1917        0       0       0       16384   0       
1918        0       0       0       16384   0       
1919        0       0       0       16384   0       
1920        16561   0       14924   1044    574     
1921        0       0       0       16384   0       
1922        0       0       0       16384   0       
1923        0       0       0       16384   0       
1924        0       0       0       16384   0       
1925        0       0       0       16384   0       
1926        0       0       0       16384   0       
1927        0       0       0       16384   0       
1928        0       0       0       16384   0       
1929        0       0       0       16384   0       
1930        0       0       0       16384   0       
1931        0       0       0       16384   0       
1932        0       0       0       16384   0       
1933        0       0       0       16384   0       
1934        0       0       0       16384   0       
1935        0       0       0       16384   0       
1936        0       0       0       16384   0       
1937        0       0       0       16384   0       
1938        0       0       0       16384   0       
1939        0       0       0       16384   0       
1940        0       0       0       16384   0       
1941        0       0       0       16384   0       
1942        0       0       0       16384   0       
1943        0       0       0       16384   0       
1944        0       0       0       16384   0       
1945        0       0       0       16384   0       
1946        0       0       0       16384   0       
1947        0       0       0       16384   0       
1948        0       0       0       16384   0       
1949        0       0       0       16384   0       
1950        0       0       0       16384   0       
1951        0       0       0       16384   0       
1952        0       0       0       16384   0       
1953        0       0       0       16384   0       
1954        0       0       0       16384   0       
1955        0       0       0       16384   0       
1956        0       0       0       16384   0       
1957        0       0       0       16384   0       
1958        0       0       0       16384   0       
1959        0       0       0       16384   0       
1960        0       0       0       16384   0       
1961        0       0       0       16384   0       
1962        0       0       0       16384   0       
1963        0       0       0       16384   0       
1964        0       0       0       16384   0       
1965        0       0       0       16384   0       
1966        0       0       0       16384   0       
1967        0       0       0       16384   0       
1968        0       0       0       16384   0       
1969        0       0       0       16384   0       
1970        0       0       0       16384   0       
1971        0       0       0       16384   0       
1972        0       0       0       16384   0       
1973        0       0       0       16384   0       
1974        0       0       0       16384   0       
1975        0       0       0       16384   0       
1976        0       0       0       16384   0       
1977        0       0       0       16384   0       
1978        0       0       0       16384   0       
1979        0       0       0       16384   0       
1980        0       0       0       16384   0       
1981        0       0       0       16384   0       
1982        0       0       0       16384   0       
1983        0       0       0       16384   0       
1984        16561   0       14924   1044    574     
1985        0       0       0       16384   0       
1986        0       0       0       16384   0       
1987        0       0       0       16384   0       
1988        0       0       0       16384   0       
1989        0       0       0       16384   0       
1990        0       0       0       16384   0       
1991        0       0       0       16384   0       
1992        0       0       0       16384   0       
1993        0       0       0       16384   0       
1994        0       0       0       16384   0       
1995        0       0       0       16384   0       
1996        0       0       0       16384   0       
1997        0       0       0       16384   0       
1998        0       0       0       16384   0       
1999        0       0       0       16384   0       
2000        0       0       0       16384   0       
2001        0       0       0       16384   0       
2002        0       0       0       16384   0       
2003        0       0       0       16384   0       
2004        0       0       0       16384   0       
2005        0       0       0       16384   0       
2006        0       0       0       16384   0       
2007        0       0       0       16384   0       
2008        0       0       0       16384   0       
2009        0       0       0       16384   0       
2010        0       0       0       16384   0       
2011        0       0       0       16384   0       
2012        0       0       0       16384   0       
2013        0       0       0       16384   0       
2014        0       0       0       16384   0       
2015        0       0       0       16384   0       
2016        0       0       0       16384   0       
2017        0       0       0       16384   0       
2018        0       0       0       16384   0       
2019        0       0       0       16384   0       
2020        0       0       0       16384   0       
2021        0       0       0       16384   0       
2022        0       0       0       16384   0       
2023        0       0       0       16384   0       
2024        0       0       0       16384   0       
2025        0       0       0       16384   0       
2026        0       0       0       16384   0       
2027        0       0       0       16384   0       
2028        0       0       0       16384   0       
2029        0       0       0       16384   0       
2030        0       0       0       16384   0       
2031        0       0       0       16384   0       
2032        0       0       0       16384   0       
2033        0       0       0       16384   0       
2034        0       0       0       16384   0       
2035        0       0       0       16384   0       
2036        0       0       0       16384   0       
2037        0       0       0       16384   0       
2038        0       0       0       16384   0       
2039        0       0       0       16384   0       
2040        0       0       0       16384   0       
2041        0       0       0       16384   0       
2042        0       0       0       16384   0       
2043        0       0       0       16384   0       
2044        0       0       0       16384   0       
2045        0       0       0       16384   0       
2046        0       0       0       16384   0       
2047        0       0       0       16384   0       
2048        16562   0       15639   15      1203    
2049        16562   0       15639   15      1203    
2050        16562   0       15639   15      1203    
2051        16562   0       15639   15      1203    
2052        16562   0       15639   15      1203    
2053        16562   0       15639   15      1203    
2054        16562   0       15639   15      1203    
2055        16562   0       15639   15      1203    
2056        0       0       0       16384   0       
2057        0       0       0       16384   0       
2058        0       0       0       16384   0       
2059        0       0       0       16384   0       
2060        0       0       0       16384   0       
2061        0       0       0       16384   0       
2062        0       0       0       16384   0       
2063        0       0       0       16384   0       
2064        0       0       0       16384   0       
2065        0       0       0       16384   0       
2066        0       0       0       16384   0       
2067        0       0       0       16384   0       
2068        0       0       0       16384   0       
2069        0       0       0       16384   0       
2070        0       0       0       16384   0       
2071        0       0       0       16384   0       
2072        0       0       0       16384   0       
2073        0       0       0       16384   0       
2074        0       0       0       16384   0       
2075        0       0       0       16384   0       
2076        0       0       0       16384   0       
2077        0       0       0       16384   0       
2078        0       0       0       16384   0       
2079        0       0       0       16384   0       
2080        0       0       0       16384   0       
2081        0       0       0       16384   0       
2082        0       0       0       16384   0       
2083        0       0       0       16384   0       
2084        0       0       0       16384   0       
2085        0       0       0       16384   0       
2086        0       0       0       16384   0       
2087        0       0       0       16384   0       
2088        0       0       0       16384   0       
2089        0       0       0       16384   0       
2090        0       0       0       16384   0       
2091        0       0       0       16384   0       
2092        0       0       0       16384   0       
2093        0       0       0       16384   0       
2094        0       0       0       16384   0       
2095        0       0       0       16384   0       
2096        0       0       0       16384   0       
2097        0       0       0       16384   0       
2098        0       0       0       16384   0       
2099        0       0       0       16384   0       
2100        0       0       0       16384   0       
2101        0       0       0       16384   0       
2102        0       0       0       16384   0       
2103        0       0       0       16384   0       
2104        0       0       0       16384   0       
2105        0       0       0       16384   0       
2106        0       0       0       16384   0       
2107        0       0       0       16384   0       
2108        0       0       0       16384   0       
2109        0       0       0       16384   0       
2110        0       0       0       16384   0       
2111        0       0       0       16384   0       
2112        16562   0       15639   15      1203    
2113        16562   0       15639   15      1203    
2114        16562   0       15639   15      1203    
2115        16562   0       15639   15      1203    
2116        16562   0       15639   15      1203    
2117        16562   0       15639   15      1203    
2118        16562   0       15639   15      1203    
2119        16562   0       15639   15      1203    
2120        16562   0       15639   15      1203    
2121        16562   0       15639   15      1203    
2122        16562   0       15639   15      1203    
2123        16562   0       15639   15      1203    
2124        16562   0       15639   15      1203    
2125        16562   0       15639   15      1203    
2126        16562   0       15639   15      1203    
2127        16562   0       15639   15      1203    
2128        16562   0       15639   15      1203    
2129        16562   0       15639   15      1203    
2130        16562   0       15639   15      1203    
2131        16562   0       15639   15      1203    
2132        16562   0       15639   15      1203    
2133        16562   0       15639   15      1203    
2134        16562   0       15639   15      1203    
2135        16562   0       15639   15      1203    
2136        16562   0       15639   15      1203    
2137        16562   0       15639   15      1203    
2138        16562   0       15639   15      1203    
2139        16562   0       15639   15      1203    
2140        16562   0       15639   15      1203    
2141        16562   0       15639   15      1203    
2142        16562   0       15639   15      1203    
2143        16562   0       15639   15      1203    
2144        16562   0       15639   15      1203    
2145        16562   0       15639   15      1203    
2146        16562   0       15639   15      1203    
2147        16562   0       15639   15      1203    
2148        16562   0       15639   15      1203    
2149        16562   0       15639   15      1203    
2150        16562   0       15639   15      1203    
2151        16562   0       15639   15      1203    
2152        16562   0       15639   15      1203    
2153        16562   0       15639   15      1203    
2154        16562   0       15639   15      1203    
2155        16562   0       15639   15      1203    
2156        16562   0       15639   15      1203    
2157        16562   0       15639   15      1203    
2158        16562   0       15639   15      1203    
2159        16562   0       15639   15      1203    
2160        16562   0       15639   15      1203    
2161        16562   0       15639   15      1203    
2162        16562   0       15639   15      1203    
2163        16562   0       15639   15      1203    
2164        16562   0       15639   15      1203    
2165        16562   0       15639   15      1203    
2166        16562   0       15639   15      1203    
2167        16562   0       15639   15      1203    
2168        16562   0       15639   15      1203    
2169        16562   0       15639   15      1203    
2170        16562   0       15639   15      1203    
2171        16562   0       15639   15      1203    
2172        16562   0       15639   15      1203    
2173        16562   0       15639   15      1203    
2174        16562   0       15639   15      1203    
2175        16562   0       15639   15      1203    
2176        16562   0       15639   15      1203    
2177        16562   0       15639   15      1203    
2178        16562   0       15639   15      1203    
2179        16562   0       15639   15      1203    
2180        16562   0       15639   15      1203    
2181        16562   0       15639   15      1203    
2182        16562   0       15639   15      1203    
2183        16562   0       15639   15      1203    
2184        16562   0       15639   15      1203    
2185        16562   0       15639   15      1203    
2186        16562   0       15639   15      1203    
2187        16562   0       15639   15      1203    
2188        16562   0       15639   15      1203    
2189        16562   0       15639   15      1203    
2190        16562   0       15639   15      1203    
2191        16562   0       15639   15      1203    
2192        16562   0       15639   15      1203    
2193        16562   0       15639   15      1203    
2194        16562   0       15639   15      1203    
2195        16562   0       15639   15      1203    
2196        16562   0       15639   15      1203    
2197        16562   0       15639   15      1203    
2198        16562   0       15639   15      1203    
2199        16562   0       15639   15      1203    
2200        16562   0       15639   15      1203    
2201        16562   0       15639   15      1203    
2202        16562   0       15639   15      1203    
2203        16562   0       15639   15      1203    
2204        16562   0       15639   15      1203    
2205        16562   0       15639   15      1203    
2206        16562   0       15639   15      1203    
2207        16562   0       15639   15      1203    
2208        16562   0       15639   15      1203    
2209        16562   0       15639   15      1203    
2210        16562   0       15639   15      1203    
2211        16562   0       15639   15      1203    
2212        16562   0       15639   15      1203    
2213        16562   0       15639   15      1203    
2214        16562   0       15639   15      1203    
2215        16562   0       15639   15      1203    
2216        16562   0       15639   15      1203    
2217        16562   0       15639   15      1203    
2218        16562   0       15639   15      1203    
2219        16562   0       15639   15      1203    
2220        16562   0       15639   15      1203    
2221        16562   0       15639   15      1203    
2222        16562   0       15639   15      1203    
2223        16562   0       15639   15      1203    
2224        16562   0       15639   15      1203    
2225        16562   0       15639   15      1203    
2226        16562   0       15639   15      1203    
2227        16562   0       15639   15      1203    
2228        16562   0       15639   15      1203    
2229        16562   0       15639   15      1203    
2230        16562   0       15639   15      1203    
2231        16562   0       15639   15      1203    
2232        16562   0       15639   15      1203    
2233        16562   0       15639   15      1203    
2234        16562   0       15639   15      1203    
2235        16562   0       15639   15      1203    
2236        16562   0       15639   15      1203    
2237        16562   0       15639   15      1203    
2238        16562   0       15639   15      1203    
2239        16562   0       15639   15      1203    
2240        16562   0       15639   15      1203    
2241        16562   0       15639   15      1203    
2242        16562   0       15639   15      1203    
2243        16562   0       15639   15      1203    
2244        16562   0       15639   15      1203    
2245        16562   0       15639   15      1203    
2246        16562   0       15639   15      1203    
2247        16562   0       15639   15      1203    
2248        16562   0       15639   15      1203    
2249        16562   0       15639   15      1203    
2250        16562   0       15639   15      1203    
2251        16562   0       15639   15      1203    
2252        16562   0       15639   15      1203    
2253        16562   0       15639   15      1203    
2254        16562   0       15639   15      1203    
2255        16562   0       15639   15      1203    
2256        16562   0       15639   15      1203    
2257        16562   0       15639   15      1203    
2258        16562   0       15639   15      1203    
2259        16562   0       15639   15      1203    
2260        16562   0       15639   15      1203    
2261        16562   0       15639   15      1203    
2262        16562   0       15639   15      1203    
2263        16562   0       15639   15      1203    
2264        16562   0       15639   15      1203    
2265        16562   0       15639   15      1203    
2266        16562   0       15639   15      1203    
2267        16562   0       15639   15      1203    
2268        16562   0       15639   15      1203    
2269        16562   0       15639   15      1203    
2270        16562   0       15639   15      1203    
2271        16562   0       15639   15      1203    
2272        16562   0       15639   15      1203    
2273        16562   0       15639   15      1203    
2274        16562   0       15639   15      1203    
2275        16562   0       15639   15      1203    
2276        16562   0       15639   15      1203    
2277        16562   0       15639   15      1203    
2278        16562   0       15639   15      1203    
2279        16562   0       15639   15      1203    
2280        16562   0       15639   15      1203    
2281        16562   0       15639   15      1203    
2282        16562   0       15639   15      1203    
2283        16562   0       15639   15      1203    
2284        16562   0       15639   15      1203    
2285        16562   0       15639   15      1203    
2286        16562   0       15639   15      1203    
2287        16562   0       15639   15      1203    
2288        16562   0       15639   15      1203    
2289        16562   0       15639   15      1203    
2290        16562   0       15639   15      1203    
2291        16562   0       15639   15      1203    
2292        16562   0       15639   15      1203    
2293        16562   0       15639   15      1203    
2294        16562   0       15639   15      1203    
2295        16562   0       15639   15      1203    
2296        16562   0       15639   15      1203    
2297        16562   0       15639   15      1203    
2298        16562   0       15639   15      1203    
2299        16562   0       15639   15      1203    
2300        16562   0       15639   15      1203    
2301        16562   0       15639   15      1203    
2302        16562   0       15639   15      1203    
2303        16562   0       15639   15      1203    
2304        16562   0       15639   15      1203    
2305        16562   0       15639   15      1203    
2306        16562   0       15639   15      1203    
2307        16562   0       15639   15      1203    
2308        16562   0       15639   15      1203    
2309        16562   0       15639   15      1203    
2310        16562   0       15639   15      1203    
2311        16562   0       15639   15      1203    
2312        16562   0       15639   15      1203    
2313        16562   0       15639   15      1203    
2314        16562   0       15639   15      1203    
2315        16562   0       15639   15      1203    
2316        16562   0       15639   15      1203    
2317        16562   0       15639   15      1203    
2318        16562   0       15639   15      1203    
2319        16562   0       15639   15      1203    
2320        16562   0       15639   15      1203    
2321        16562   0       15639   15      1203    
2322        16562   0       15639   15      1203    
2323        16562   0       15639   15      1203    
2324        16562   0       15639   15      1203    
2325        16562   0       15639   15      1203    
2326        16562   0       15639   15      1203    
2327        16562   0       15639   15      1203    
2328        16562   0       15639   15      1203    
2329        16562   0       15639   15      1203    
2330        16562   0       15639   15      1203    
2331        16562   0       15639   15      1203    
2332        16562   0       15639   15      1203    
2333        16562   0       15639   15      1203    
2334        16562   0       15639   15      1203    
2335        16562   0       15639   15      1203    
2336        16562   0       15639   15      1203    
2337        16562   0       15639   15      1203    
2338        16562   0       15639   15      1203    
2339        16562   0       15639   15      1203    
2340        16562   0       15639   15      1203    
2341        16562   0       15639   15      1203    
2342        16562   0       15639   15      1203    
2343        16562   0       15639   15      1203    
2344        16562   0       15639   15      1203    
2345        16562   0       15639   15      1203    
2346        16562   0       15639   15      1203    
2347        16562   0       15639   15      1203    
2348        16562   0       15639   15      1203    
2349        16562   0       15639   15      1203    
2350        16562   0       15639   15      1203    
2351        16562   0       15639   15      1203    
2352        16562   0       15639   15      1203    
2353        16562   0       15639   15      1203    
2354        16562   0       15639   15      1203    
2355        16562   0       15639   15      1203    
2356        16562   0       15639   15      1203    
2357        16562   0       15639   15      1203    
2358        16562   0       15639   15      1203    
2359        16562   0       15639   15      1203    
2360        16562   0       15639   15      1203    
2361        16562   0       15639   15      1203    
2362        16562   0       15639   15      1203    
2363        16562   0       15639   15      1203    
2364        16562   0       15639   15      1203    
2365        16562   0       15639   15      1203    
2366        16562   0       15639   15      1203    
2367        16562   0       15639   15      1203    
2368        16562   0       15639   15      1203    
2369        16562   0       15639   15      1203    
2370        16562   0       15639   15      1203    
2371        16562   0       15639   15      1203    
2372        16562   0       15639   15      1203    
2373        16562   0       15639   15      1203    
2374        16562   0       15639   15      1203    
2375        16562   0       15639   15      1203    
2376        16562   0       15639   15      1203    
2377        16562   0       15639   15      1203    
2378        16562   0       15639   15      1203    
2379        16562   0       15639   15      1203    
2380        16562   0       15639   15      1203    
2381        16562   0       15639   15      1203    
2382        16562   0       15639   15      1203    
2383        16562   0       15639   15      1203    
2384        16562   0       15639   15      1203    
2385        16562   0       15639   15      1203    
2386        16562   0       15639   15      1203    
2387        16562   0       15639   15      1203    
2388        16562   0       15639   15      1203    
2389        16562   0       15639   15      1203    
2390        16562   0       15639   15      1203    
2391        16562   0       15639   15      1203    
2392        16562   0       15639   15      1203    
2393        16562   0       15639   15      1203    
2394        16562   0       15639   15      1203    
2395        16562   0       15639   15      1203    
2396        16562   0       15639   15      1203    
2397        16562   0       15639   15      1203    
2398        16562   0       15639   15      1203    
2399        16562   0       15639   15      1203    
2400        16562   0       15639   15      1203    
2401        16562   0       15639   15      1203    
2402        16562   0       15639   15      1203    
2403        16562   0       15639   15      1203    
2404        16562   0       15639   15      1203    
2405        16562   0       15639   15      1203    
2406        16562   0       15639   15      1203    
2407        16562   0       15639   15      1203    
2408        16562   0       15639   15      1203    
2409        16562   0       15639   15      1203    
2410        16562   0       15639   15      1203    
2411        16562   0       15639   15      1203    
2412        16562   0       15639   15      1203    
2413        16562   0       15639   15      1203    
2414        16562   0       15639   15      1203    
2415        16562   0       15639   15      1203    
2416        16562   0       15639   15      1203    
2417        16562   0       15639   15      1203    
2418        16562   0       15639   15      1203    
2419        16562   0       15639   15      1203    
2420        16562   0       15639   15      1203    
2421        16562   0       15639   15      1203    
2422        16562   0       15639   15      1203    
2423        16562   0       15639   15      1203    
2424        16562   0       15639   15      1203    
2425        16562   0       15639   15      1203    
2426        16562   0       15639   15      1203    
2427        16562   0       15639   15      1203    
2428        16562   0       15639   15      1203    
2429        16562   0       15639   15      1203    
2430        16562   0       15639   15      1203    
2431        16562   0       15639   15      1203    
2432        16562   0       15639   15      1203    
2433        16562   0       15639   15      1203    
2434        16562   0       15639   15      1203    
2435        16562   0       15639   15      1203    
2436        16562   0       15639   15      1203    
2437        16562   0       15639   15      1203    
2438        16562   0       15639   15      1203    
2439        16562   0       15639   15      1203    
2440        16562   0       15639   15      1203    
2441        16562   0       15639   15      1203    
2442        16562   0       15639   15      1203    
2443        16562   0       15639   15      1203    
2444        16562   0       15639   15      1203    
2445        16562   0       15639   15      1203    
2446        16562   0       15639   15      1203    
2447        16562   0       15639   15      1203    
2448        16562   0       15639   15      1203    
2449        16562   0       15639   15      1203    
2450        16562   0       15639   15      1203    
2451        16562   0       15639   15      1203    
2452        16562   0       15639   15      1203    
2453        16562   0       15639   15      1203    
2454        16562   0       15639   15      1203    
2455        16562   0       15639   15      1203    
2456        16562   0       15639   15      1203    
2457        16562   0       15639   15      1203    
2458        16562   0       15639   15      1203    
2459        16562   0       15639   15      1203    
2460        16562   0       15639   15      1203    
2461        16562   0       15639   15      1203    
2462        16562   0       15639   15      1203    
2463        16562   0       15639   15      1203    
2464        16562   0       15639   15      1203    
2465        16562   0       15639   15      1203    
2466        16562   0       15639   15      1203    
2467        16562   0       15639   15      1203    
2468        16562   0       15639   15      1203    
2469        16562   0       15639   15      1203    
2470        16562   0       15639   15      1203    
2471        16562   0       15639   15      1203    
2472        16562   0       15639   15      1203    
2473        16562   0       15639   15      1203    
2474        16562   0       15639   15      1203    
2475        16562   0       15639   15      1203    
2476        16562   0       15639   15      1203    
2477        16562   0       15639   15      1203    
2478        16562   0       15639   15      1203    
2479        16562   0       15639   15      1203    
2480        16562   0       15639   15      1203    
2481        16562   0       15639   15      1203    
2482        16562   0       15639   15      1203    
2483        16562   0       15639   15      1203    
2484        16562   0       15639   15      1203    
2485        16562   0       15639   15      1203    
2486        16562   0       15639   15      1203    
2487        16562   0       15639   15      1203    
2488        16562   0       15639   15      1203    
2489        16562   0       15639   15      1203    
2490        16562   0       15639   15      1203    
2491        16562   0       15639   15      1203    
2492        16562   0       15639   15      1203    
2493        16562   0       15639   15      1203    
2494        16562   0       15639   15      1203    
2495        16562   0       15639   15      1203    
2496        16562   0       15639   15      1203    
2497        16562   0       15639   15      1203    
2498        16562   0       15639   15      1203    
2499        16562   0       15639   15      1203    
2500        16562   0       15639   15      1203    
2501        16562   0       15639   15      1203    
2502        16562   0       15639   15      1203    
2503        16562   0       15639   15      1203    
2504        16562   0       15639   15      1203    
2505        16562   0       15639   15      1203    
2506        16562   0       15639   15      1203    
2507        16562   0       15639   15      1203    
2508        16562   0       15639   15      1203    
2509        16562   0       15639   15      1203    
2510        16562   0       15639   15      1203    
2511        16562   0       15639   15      1203    
2512        16562   0       15639   15      1203    
2513        16562   0       15639   15      1203    
2514        16562   0       15639   15      1203    
2515        16562   0       15639   15      1203    
2516        16562   0       15639   15      1203    
2517        16562   0       15639   15      1203    
2518        16562   0       15639   15      1203    
2519        16562   0       15639   15      1203    
2520        16562   0       15639   15      1203    
2521        16562   0       15639   15      1203    
2522        16562   0       15639   15      1203    
2523        16562   0       15639   15      1203    
2524        16562   0       15639   15      1203    
2525        16562   0       15639   15      1203    
2526        16562   0       15639   15      1203    
2527        16562   0       15639   15      1203    
2528        16562   0       15639   15      1203    
2529        16562   0       15639   15      1203    
2530        16562   0       15639   15      1203    
2531        16562   0       15639   15      1203    
2532        16562   0       15639   15      1203    
2533        16562   0       15639   15      1203    
2534        16562   0       15639   15      1203    
2535        16562   0       15639   15      1203    
2536        16562   0       15639   15      1203    
2537        16562   0       15639   15      1203    
2538        16562   0       15639   15      1203    
2539        16562   0       15639   15      1203    
2540        16562   0       15639   15      1203    
2541        16562   0       15639   15      1203    
2542        16562   0       15639   15      1203    
2543        16562   0       15639   15      1203    
2544        16562   0       15639   15      1203    
2545        16562   0       15639   15      1203    
2546        16562   0       15639   15      1203    
2547        16562   0       15639   15      1203    
2548        16562   0       15639   15      1203    
2549        16562   0       15639   15      1203    
2550        16562   0       15639   15      1203    
2551        16562   0       15639   15      1203    
2552        16562   0       15639   15      1203    
2553        16562   0       15639   15      1203    
2554        16562   0       15639   15      1203    
2555        16562   0       15639   15      1203    
2556        16562   0       15639   15      1203    
2557        16562   0       15639   15      1203    
2558        16562   0       15639   15      1203    
2559        16562   0       15639   15      1203    
2560        16562   0       15639   15      1203    
2561        16562   0       15639   15      1203    
2562        16562   0       15639   15      1203    
2563        16562   0       15639   15      1203    
2564        16562   0       15639   15      1203    
2565        16562   0       15639   15      1203    
2566        16562   0       15639   15      1203    
2567        16562   0       15639   15      1203    
2568        16562   0       15639   15      1203    
2569        16562   0       15639   15      1203    
2570        16562   0       15639   15      1203    
2571        16562   0       15639   15      1203    
2572        16562   0       15639   15      1203    
2573        16562   0       15639   15      1203    
2574        16562   0       15639   15      1203    
2575        16562   0       15639   15      1203    
2576        16562   0       15639   15      1203    
2577        16562   0       15639   15      1203    
2578        16562   0       15639   15      1203    
2579        16562   0       15639   15      1203    
2580        16562   0       15639   15      1203    
2581        16562   0       15639   15      1203    
2582        16562   0       15639   15      1203    
2583        16562   0       15639   15      1203    
2584        16562   0       15639   15      1203    
2585        16562   0       15639   15      1203    
2586        16562   0       15639   15      1203    
2587        16562   0       15639   15      1203    
2588        16562   0       15639   15      1203    
2589        16562   0       15639   15      1203    
2590        16562   0       15639   15      1203    
2591        16562   0       15639   15      1203    
2592        16562   0       15639   15      1203    
2593        16562   0       15639   15      1203    
2594        16562   0       15639   15      1203    
2595        16562   0       15639   15      1203    
2596        16562   0       15639   15      1203    
2597        16562   0       15639   15      1203    
2598        16562   0       15639   15      1203    
2599        16562   0       15639   15      1203    
2600        16562   0       15639   15      1203    
2601        16562   0       15639   15      1203    
2602        16562   0       15639   15      1203    
2603        16562   0       15639   15      1203    
2604        16562   0       15639   15      1203    
2605        16562   0       15639   15      1203    
2606        16562   0       15639   15      1203    
2607        16562   0       15639   15      1203    
2608        16562   0       15639   15      1203    
2609        16562   0       15639   15      1203    
2610        16562   0       15639   15      1203    
2611        16562   0       15639   15      1203    
2612        16562   0       15639   15      1203    
2613        16562   0       15639   15      1203    
2614        16562   0       15639   15      1203    
2615        16562   0       15639   15      1203    
2616        16562   0       15639   15      1203    
2617        16562   0       15639   15      1203    
2618        16562   0       15639   15      1203    
2619        16562   0       15639   15      1203    
2620        16562   0       15639   15      1203    
2621        16562   0       15639   15      1203    
2622        16562   0       15639   15      1203    
2623        16562   0       15639   15      1203    
2624        16562   0       15639   15      1203    
2625        16562   0       15639   15      1203    
2626        16562   0       15639   15      1203    
2627        16562   0       15639   15      1203    
2628        16562   0       15639   15      1203    
2629        16562   0       15639   15      1203    
2630        16562   0       15639   15      1203    
2631        16562   0       15639   15      1203    
2632        16562   0       15639   15      1203    
2633        16562   0       15639   15      1203    
2634        16562   0       15639   15      1203    
2635        16562   0       15639   15      1203    
2636        16562   0       15639   15      1203    
2637        16562   0       15639   15      1203    
2638        16562   0       15639   15      1203    
2639        16562   0       15639   15      1203    
2640        16562   0       15639   15      1203    
2641        16562   0       15639   15      1203    
2642        16562   0       15639   15      1203    
2643        16562   0       15639   15      1203    
2644        16562   0       15639   15      1203    
2645        16562   0       15639   15      1203    
